,342533064_0,342533064_1,342533064_2,342533064_3,342533064_4,342533064_5,342533064_6,342533064_7,342533064_8,342533064_9,342533064_10,342533064_11,342533064_12,342533064_13,342533064_14,342533064_15,342533064_16,1_0,1_1,1_2,1_3,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,3_0,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,3_10,3_11,3_12,3_13,3_14,4_0,4_1,4_2,4_3,4_4,4_5,4_6,4_7,4_8,4_9,5_0,5_1,5_2,5_3,5_4,6_0,6_1,6_2,6_3,6_4,6_5,6_6,6_7,6_8,6_9,6_10,6_11,6_12,6_13,6_14,6_15,6_16,7_0,7_1,7_2,7_3,7_4,7_5,7_6,7_7,7_8,7_9,7_10,7_11,7_12,7_13,7_14,8_0,8_1,8_2,8_3,8_4,8_5,8_6,9_0,9_1,9_2,9_3,9_4,9_5,9_6,9_7,9_8,9_9,9_10,9_11,9_12,9_13,9_14,9_15,9_16,9_17,9_18,9_19,10_0,10_1,10_2,10_3,10_4,10_5,10_6,10_7,10_8,10_9,10_10,10_11,10_12,10_13,10_14,10_15,10_16,10_17,10_18,10_19,11_0,11_1,11_2,11_3,11_4,11_5,11_6,11_7,11_8,11_9,11_10,11_11,12_0,12_1,12_2,12_3,12_4,12_5,12_6,12_7,12_8,13_0,13_1,13_2,13_3,13_4,13_5,13_6,13_7,13_8,14_0,14_1,14_2,14_3,14_4,14_5,14_6,15_0,15_1,15_2,15_3,15_4,15_5,15_6,15_7,15_8,15_9,15_10,15_11,15_12,15_13,15_14,15_15,15_16,15_17,16_0,16_1,16_2,16_3,16_4,16_5,16_6,16_7,16_8,16_9,16_10,16_11,16_12,17_0,17_1,17_2,17_3,17_4,17_5,17_6,18_0,18_1,18_2,18_3,18_4,18_5,18_6,18_7,18_8,18_9,18_10,19_0,19_1,19_2,19_3
9,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED
10,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED
11,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED
12,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED
13,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED
14,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED
15,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED
16,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED
17,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED
18,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED
19,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,FAILED,FAILED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,PASSED,FAILED,PASSED,PASSED,FAILED
